phase,rating_attribute,rating_question,rating_question_details,rating_low,rating_high,stim_file,age,gender,RL_session_notice,RL_wrong_instruction,RL_wrong_instruction_n,feedback_txt_incorrect,number_str,practice_reps,session_name,stim_csv,trial_csv,condition,left_face,right_face,rewarded_resp,correct_resp,reward_prob,pre_rating_scales_loop.thisRepN,pre_rating_scales_loop.thisTrialN,pre_rating_scales_loop.thisN,pre_rating_scales_loop.thisIndex,pre_rating_stims_loop.thisRepN,pre_rating_stims_loop.thisTrialN,pre_rating_stims_loop.thisN,pre_rating_stims_loop.thisIndex,session_loop.thisRepN,session_loop.thisTrialN,session_loop.thisN,session_loop.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,real_trials.thisRepN,real_trials.thisTrialN,real_trials.thisN,real_trials.thisIndex,post_rating_loop.thisRepN,post_rating_loop.thisTrialN,post_rating_loop.thisN,post_rating_loop.thisIndex,post_neutral_face_loop.thisRepN,post_neutral_face_loop.thisTrialN,post_neutral_face_loop.thisN,post_neutral_face_loop.thisIndex,pre_rating_scale.response,pre_rating_scale.rt,practice_response.keys,practice_response.corr,practice_response.rt,real_RL_response.keys,real_RL_response.corr,real_RL_response.rt,post_rating_scale.response,post_rating_scale.rt,participant,participant_gender,skip_practice,skip_ratings,date,expName,frameRate,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,j,f,,,,,,,,,,0,1,1,1,,,,,0,75,75,73,,,,,,,,,,,,,,f,0,0.4753872799919918,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,j,j,,,,,,,,,,0,1,1,1,,,,,0,76,76,42,,,,,,,,,,,,,,j,1,0.617083853459917,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,f,f,,,,,,,,,,0,1,1,1,,,,,0,77,77,55,,,,,,,,,,,,,,f,1,0.5337761041009799,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,j,j,,,,,,,,,,0,1,1,1,,,,,0,78,78,37,,,,,,,,,,,,,,j,1,0.5336371968733147,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,j,f,,,,,,,,,,0,1,1,1,,,,,0,79,79,74,,,,,,,,,,,,,,f,0,0.5337443446042016,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,j,j,,,,,,,,,,0,1,1,1,,,,,0,80,80,49,,,,,,,,,,,,,,j,1,0.6003219567937776,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,f,f,,,,,,,,,,0,1,1,1,,,,,0,81,81,9,,,,,,,,,,,,,,f,1,0.48370727605652064,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,j,f,,,,,,,,,,0,1,1,1,,,,,0,82,82,72,,,,,,,,,,,,,,f,0,0.6420483326073736,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,f,f,,,,,,,,,,0,1,1,1,,,,,0,83,83,16,,,,,,,,,,,,,,j,0,0.6503202083986253,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,j,j,,,,,,,,,,0,1,1,1,,,,,0,84,84,40,,,,,,,,,,,,,,j,1,1.1671573331113905,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,j,j,,,,,,,,,,0,1,1,1,,,,,0,85,85,45,,,,,,,,,,,,,,j,1,0.5420473380945623,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,j,j,,,,,,,,,,0,1,1,1,,,,,0,86,86,85,,,,,,,,,,,,,,j,1,0.7253958615474403,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,j,f,,,,,,,,,,0,1,1,1,,,,,0,87,87,69,,,,,,,,,,,,,,f,0,0.6003822674974799,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,f,j,,,,,,,,,,0,1,1,1,,,,,0,88,88,75,,,,,,,,,,,,,,j,0,0.4587357392301783,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,f,f,,,,,,,,,,0,1,1,1,,,,,0,89,89,15,,,,,,,,,,,,,,j,0,0.6670173030579463,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,j,j,,,,,,,,,,0,1,1,1,,,,,0,90,90,88,,,,,,,,,,,,,,j,1,0.817005000426434,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,j,j,,,,,,,,,,0,1,1,1,,,,,0,91,91,96,,,,,,,,,,,,,,j,1,0.5503500108607113,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,j,f,,,,,,,,,,0,1,1,1,,,,,0,92,92,66,,,,,,,,,,,,,,f,0,0.7503568117972463,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,j,j,,,,,,,,,,0,1,1,1,,,,,0,93,93,41,,,,,,,,,,,,,,j,1,0.9587176138302311,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,f,f,,,,,,,,,,0,1,1,1,,,,,0,94,94,58,,,,,,,,,,,,,,f,1,0.7170617502415553,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,f,f,,,,,,,,,,0,1,1,1,,,,,0,95,95,62,,,,,,,,,,,,,,f,1,0.5670268951216713,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,j,j,,,,,,,,,,0,1,1,1,,,,,0,96,96,99,,,,,,,,,,,,,,j,1,0.6001682926435024,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,f,j,,,,,,,,,,0,1,1,1,,,,,0,97,97,76,,,,,,,,,,,,,,j,0,0.4420457020169124,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,f,f,,,,,,,,,,0,1,1,1,,,,,0,98,98,2,,,,,,,,,,,,,,j,0,0.5503634845372289,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,j,j,,,,,,,,,,0,1,1,1,,,,,0,99,99,31,,,,,,,,,,,,,,j,1,0.8921034304657951,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,f,f,,,,,,,,,,0,1,1,1,,,,,1,0,100,2,,,,,,,,,,,,,,f,1,0.7503577742027119,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,j,j,,,,,,,,,,0,1,1,1,,,,,1,1,101,47,,,,,,,,,,,,,,j,1,0.4836655717808753,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,f,f,,,,,,,,,,0,1,1,1,,,,,1,2,102,15,,,,,,,,,,,,,,f,1,0.6921020830050111,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,f,j,,,,,,,,,,0,1,1,1,,,,,1,3,103,28,,,,,,,,,,,,,,j,0,0.4086880839895457,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,f,f,,,,,,,,,,0,1,1,1,,,,,1,4,104,63,,,,,,,,,,,,,,f,1,0.5336772970622405,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,f,f,,,,,,,,,,0,1,1,1,,,,,1,5,105,57,,,,,,,,,,,,,,f,1,0.7753755066078156,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,f,f,,,,,,,,,,0,1,1,1,,,,,1,6,106,64,,,,,,,,,,,,,,f,1,0.5421288218349218,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,f,j,,,,,,,,,,0,1,1,1,,,,,1,7,107,29,,,,,,,,,,,,,,j,0,0.533699753228575,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,f,f,,,,,,,,,,0,1,1,1,,,,,1,8,108,10,,,,,,,,,,,,,,f,1,0.5417890927055851,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,j,j,,,,,,,,,,0,1,1,1,,,,,1,9,109,90,,,,,,,,,,,,,,j,1,0.6920658324379474,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,f,j,,,,,,,,,,0,1,1,1,,,,,1,10,110,82,,,,,,,,,,,,,,f,1,0.5837166113778949,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,f,f,,,,,,,,,,0,1,1,1,,,,,1,11,111,1,,,,,,,,,,,,,,j,0,0.6670160199282691,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,64_vs_36,logs\sub-02\id-1358_gender-F_age-32_rewardprob-36_session-plusneu.png,logs\sub-02\id-1296_gender-F_age-23_rewardprob-64_session-plusneu.png,f,j,,,,,,,,,,0,1,1,1,,,,,1,12,112,76,,,,,,,,,,,,,,j,0,0.6919933311874047,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
learning,,,,,,,,,"Let op: in de eerste sessie verloor je 0.1 euro als je keus fout was, maar in deze sessie win/verlies je NIKS als je het fout hebt!",win je niks.,dat je niks wint.,(0 euro gewonnen),tweede,0,plusneu,logs\sub-02\stims_session-plusneu.csv,logs\sub-02\trials_phase-learning_session-plusneu.csv,80_vs_20,logs\sub-02\id-1290_gender-F_age-23_rewardprob-80_session-plusneu.png,logs\sub-02\id-1295_gender-F_age-26_rewardprob-20_session-plusneu.png,j,f,,,,,,,,,,0,1,1,1,,,,,1,13,113,21,,,,,,,,,,,,,,j,1,0.7003242344362661,,,02,F,False,False,2018_Oct_19_1144,pilot_RL,119.98741298707412,
